kwh_credit_primary_key,satellite,bill_start,bill_end,kwh_credit_applied,kwh_credit_applied_value,kwh_credit_type,production_period,customer,identifier,discount,kwh_credit_primary_key_unique_check,entry
10015368623_43714_43742_43759_credits_000001,10015368623,9/6/2019,10/4/2019,837,-70.77,credits,10/21/2019,CUST-00451,10015368623_43714_43742_43759_credits,10.00%,1,1573
10015794950_43714_43745_43759_credits_000001,10015794950,9/6/2019,10/7/2019,1453,-122.94,credits,10/21/2019,CUST-00456,10015794950_43714_43745_43759_credits,10.00%,1,1574
10017020933_43714_43740_43759_credits_000001,10017020933,9/6/2019,10/2/2019,495,-41.67,credits,10/21/2019,CUST-00426,10017020933_43714_43740_43759_credits,10.00%,1,1575
10018133768_43714_43748_43759_credits_000001,10018133768,9/6/2019,10/10/2019,851,-72.35,credits,10/21/2019,CUST-00458,10018133768_43714_43748_43759_credits,10.00%,1,1576
10018133768_43714_43743_43759_credits_000001,10018133768,9/6/2019,10/5/2019,1504,-127.09,credits,10/21/2019,CUST-00458,10018133768_43714_43743_43759_credits,10.00%,1,1577
10018993179_43714_43741_43759_credits_000001,10018993179,9/6/2019,10/3/2019,147,-12.07,credits,10/21/2019,CUST-00401,10018993179_43714_43741_43759_credits,10.00%,1,1578
10034205046_43714_43740_43759_credits_000001,10034205046,9/6/2019,10/2/2019,604,-50.86,credits,10/21/2019,CUST-00438,10034205046_43714_43740_43759_credits,10.00%,1,1579
10035080836_43714_43741_43759_credits_000001,10035080836,9/6/2019,10/3/2019,354,-29.9,credits,10/21/2019,CUST-00694,10035080836_43714_43741_43759_credits,10.00%,1,1580
10035080844_43714_43741_43759_credits_000001,10035080844,9/6/2019,10/3/2019,168,-14.22,credits,10/21/2019,CUST-00694,10035080844_43714_43741_43759_credits,10.00%,1,1581
10036588134_43714_43742_43759_credits_000001,10036588134,9/6/2019,10/4/2019,686,-55.92,credits,10/21/2019,CUST-00453,10036588134_43714_43742_43759_credits,10.00%,1,1582
10037447009_43714_43741_43759_credits_000001,10037447009,9/6/2019,10/3/2019,254,-21.44,credits,10/21/2019,CUST-00440,10037447009_43714_43741_43759_credits,10.00%,1,1583
10044681038_43714_43740_43759_credits_000001,10044681038,9/6/2019,10/2/2019,185,-15.58,credits,10/21/2019,CUST-00445,10044681038_43714_43740_43759_credits,10.00%,1,1584
10044744968_43714_43745_43759_credits_000001,10044744968,9/6/2019,10/7/2019,784,-66.34,credits,10/21/2019,CUST-00454,10044744968_43714_43745_43759_credits,10.00%,1,1585
10045476818_43714_43739_43759_credits_000001,10045476818,9/6/2019,10/1/2019,150,-12.62,credits,10/21/2019,CUST-00446,10045476818_43714_43739_43759_credits,10.00%,1,1586
10011868667_43714_43741_43759_credits_000001,10011868667,9/6/2019,10/3/2019,848,74.89,credits,10/21/2019,CUST-00435,10011868667_43714_43741_43759_credits,10.00%,1,1587
10048290422_43715_43746_43759_credits_000001,10048290422,9/7/2019,10/8/2019,89,-7.54,credits,10/21/2019,CUST-00752,10048290422_43715_43746_43759_credits,10.00%,1,1588
10010910825_43715_43746_43759_credits_000001,10010910825,9/7/2019,10/8/2019,806,-68.25,credits,10/21/2019,CUST-00717,10010910825_43715_43746_43759_credits,10.00%,1,1589
10012613989_43715_43742_43759_credits_000001,10012613989,9/7/2019,10/4/2019,906,-74.5,credits,10/21/2019,CUST-00448,10012613989_43715_43742_43759_credits,10.00%,1,1590
10012614359_43715_43742_43759_credits_000001,10012614359,9/7/2019,10/4/2019,303,-25.6,credits,10/21/2019,CUST-00449,10012614359_43715_43742_43759_credits,10.00%,1,1591
10017750505_43715_43746_43759_credits_000001,10017750505,9/7/2019,10/8/2019,908,-76.93,credits,10/21/2019,CUST-00460,10017750505_43715_43746_43759_credits,10.00%,1,1592
10018730928_43715_43741_43759_credits_000001,10018730928,9/7/2019,10/3/2019,3,-0.26,credits,10/21/2019,CUST-00430,10018730928_43715_43741_43759_credits,10.00%,1,1593
10018730936_43715_43741_43759_credits_000001,10018730936,9/7/2019,10/3/2019,270,-22.18,credits,10/21/2019,CUST-00430,10018730936_43715_43741_43759_credits,10.00%,1,1594
10019094316_43715_43743_43759_credits_000001,10019094316,9/7/2019,10/5/2019,429,-36.22,credits,10/21/2019,CUST-00437,10019094316_43715_43743_43759_credits,10.00%,1,1595
10029650685_43715_43742_43759_credits_000001,10029650685,9/7/2019,10/4/2019,599,-48.64,credits,10/21/2019,CUST-00448,10029650685_43715_43742_43759_credits,10.00%,1,1596
10031138083_43715_43745_43759_credits_000001,10031138083,9/7/2019,10/7/2019,868,-70.59,credits,10/21/2019,CUST-00452,10031138083_43715_43745_43759_credits,10.00%,1,1597
10032702465_43715_43745_43759_credits_000001,10032702465,9/7/2019,10/7/2019,880,-74.39,credits,10/21/2019,CUST-00400,10032702465_43715_43745_43759_credits,10.00%,1,1598
10045594784_43715_43740_43759_credits_000001,10045594784,9/7/2019,10/2/2019,213,-17.91,credits,10/21/2019,CUST-00686,10045594784_43715_43740_43759_credits,10.00%,1,1599
10013808471_43718_43742_43759_credits_000001,10013808471,9/10/2019,10/4/2019,204,-17.32,credits,10/21/2019,CUST-00689,10013808471_43718_43742_43759_credits,10.00%,1,1600
10017963488_43718_43746_43759_credits_000001,10017963488,9/10/2019,10/8/2019,851,-72.44,credits,10/21/2019,CUST-00457,10017963488_43718_43746_43759_credits,10.00%,1,1601
10018187244_43718_43745_43759_credits_000001,10018187244,9/10/2019,10/7/2019,727,-61.81,credits,10/21/2019,CUST-00459,10018187244_43718_43745_43759_credits,10.00%,1,1602
10034144757_43718_43742_43759_credits_000001,10034144757,9/10/2019,10/4/2019,490,-40.73,credits,10/21/2019,CUST-00705,10034144757_43718_43742_43759_credits,10.00%,1,1603
10039279533_43718_43745_43759_credits_000001,10039279533,9/10/2019,10/7/2019,1510,-123.12,credits,10/21/2019,CUST-00441,10039279533_43718_43745_43759_credits,10.00%,1,1604
10039534465_43718_43746_43759_credits_000001,10039534465,9/10/2019,10/8/2019,336,-28.59,credits,10/21/2019,CUST-00679,10039534465_43718_43746_43759_credits,10.00%,1,1605
10042641166_43718_43745_43759_credits_000001,10042641166,9/10/2019,10/7/2019,162,-13.8,credits,10/21/2019,CUST-00463,10042641166_43718_43745_43759_credits,10.00%,1,1606
10048591530_43718_43746_43759_credits_000001,10048591530,9/10/2019,10/8/2019,147,-12.5,credits,10/21/2019,CUST-00467,10048591530_43718_43746_43759_credits,10.00%,1,1607
10046893532_43718_43745_43759_credits_000001,10046893532,9/10/2019,10/7/2019,281,-23.89,credits,10/21/2019,CUST-00784,10046893532_43718_43745_43759_credits,10.00%,1,1608
10016651993_43719_43746_43759_credits_000001,10016651993,9/11/2019,10/8/2019,341,-29,credits,10/21/2019,CUST-00742,10016651993_43719_43746_43759_credits,10.00%,1,1609
10035878023_43719_43746_43759_credits_000001,10035878023,9/11/2019,10/8/2019,436,-37.08,credits,10/21/2019,CUST-00757,10035878023_43719_43746_43759_credits,10.00%,1,1610
10010910841_43719_43746_43759_credits_000001,10010910841,9/11/2019,10/8/2019,176,-14.96,credits,10/21/2019,CUST-00685,10010910841_43719_43746_43759_credits,10.00%,1,1611
10011045019_43719_43747_43759_credits_000001,10011045019,9/11/2019,10/9/2019,1612,-128.63,credits,10/21/2019,CUST-00468,10011045019_43719_43747_43759_credits,10.00%,1,1612
10011294278_43719_43747_43759_credits_000001,10011294278,9/11/2019,10/9/2019,930,-75.44,credits,10/21/2019,CUST-00469,10011294278_43719_43747_43759_credits,10.00%,1,1613
10040120130_43719_43747_43759_credits_000001,10040120130,9/11/2019,10/9/2019,985,-83.92,credits,10/21/2019,CUST-00462,10040120130_43719_43747_43759_credits,10.00%,1,1614
10042779354_43719_43746_43759_credits_000001,10042779354,9/11/2019,10/8/2019,458,-37.5,credits,10/21/2019,CUST-00464,10042779354_43719_43746_43759_credits,10.00%,1,1615
10043069110_43719_43742_43759_credits_000001,10043069110,9/11/2019,10/4/2019,1015,-86.13,credits,10/21/2019,CUST-00462,10043069110_43719_43742_43759_credits,10.00%,1,1616
10045989430_43719_43745_43759_credits_000001,10045989430,9/11/2019,10/7/2019,165,-14.01,credits,10/21/2019,CUST-00465,10045989430_43719_43745_43759_credits,10.00%,1,1617
10046741228_43719_43746_43759_credits_000001,10046741228,9/11/2019,10/8/2019,1166,-95.28,credits,10/21/2019,CUST-00466,10046741228_43719_43746_43759_credits,10.00%,1,1618
10039987267_43720_43746_43759_credits_000001,10039987267,9/12/2019,10/8/2019,505,-42.92,credits,10/21/2019,CUST-00740,10039987267_43720_43746_43759_credits,10.00%,1,1619
10010304615_43720_43747_43759_credits_000001,10010304615,9/12/2019,10/9/2019,270,-22.99,credits,10/21/2019,CUST-00492,10010304615_43720_43747_43759_credits,10.00%,1,1620
10013741920_43720_43746_43759_credits_000001,10013741920,9/12/2019,10/8/2019,839,-71.3,credits,10/21/2019,CUST-00470,10013741920_43720_43746_43759_credits,10.00%,1,1621
10013806822_43720_43746_43759_credits_000001,10013806822,9/12/2019,10/8/2019,346,-29.4,credits,10/21/2019,CUST-00471,10013806822_43720_43746_43759_credits,10.00%,1,1622
10014060171_43720_43745_43759_credits_000001,10014060171,9/12/2019,10/7/2019,623,-52.82,credits,10/21/2019,CUST-00472,10014060171_43720_43745_43759_credits,10.00%,1,1623
10014129653_43720_43745_43759_credits_000001,10014129653,9/12/2019,10/7/2019,1425,-120.86,credits,10/21/2019,CUST-00473,10014129653_43720_43745_43759_credits,10.00%,1,1624
10014431323_43720_43748_43759_credits_000001,10014431323,9/12/2019,10/10/2019,1934,-164.93,credits,10/21/2019,CUST-00481,10014431323_43720_43748_43759_credits,10.00%,1,1625
10014458482_43720_43747_43759_credits_000001,10014458482,9/12/2019,10/9/2019,57,-4.82,credits,10/21/2019,CUST-00474,10014458482_43720_43747_43759_credits,10.00%,1,1626
10014458490_43720_43747_43759_credits_000001,10014458490,9/12/2019,10/9/2019,669,-56.94,credits,10/21/2019,CUST-00474,10014458490_43720_43747_43759_credits,10.00%,1,1627
10040923269_43720_43745_43759_credits_000001,10040923269,9/12/2019,10/7/2019,39,-3.34,credits,10/21/2019,CUST-00476,10040923269_43720_43745_43759_credits,10.00%,1,1628
10041408120_43720_43746_43759_credits_000001,10041408120,9/12/2019,10/8/2019,679,-57.72,credits,10/21/2019,CUST-00477,10041408120_43720_43746_43759_credits,10.00%,1,1629
10044049491_43720_43747_43759_credits_000001,10044049491,9/12/2019,10/9/2019,1267,-103.21,credits,10/21/2019,CUST-00478,10044049491_43720_43747_43759_credits,10.00%,1,1630
10047279624_43720_43745_43759_credits_000001,10047279624,9/12/2019,10/7/2019,300,-24.44,credits,10/21/2019,CUST-00479,10047279624_43720_43745_43759_credits,10.00%,1,1631
10046358072_43721_43752_43759_credits_000001,10046358072,9/13/2019,10/14/2019,1420,-112.61,credits,10/21/2019,CUST-00722,10046358072_43721_43752_43759_credits,10.00%,1,1632
10013849632_43721_43748_43759_credits_000001,10013849632,9/13/2019,10/10/2019,612,-52.14,credits,10/21/2019,CUST-00480,10013849632_43721_43748_43759_credits,10.00%,1,1633
10013849640_43721_43748_43759_credits_000001,10013849640,9/13/2019,10/10/2019,3,-0.26,credits,10/21/2019,CUST-00480,10013849640_43721_43748_43759_credits,10.00%,1,1634
10013849657_43721_43748_43759_credits_000001,10013849657,9/13/2019,10/10/2019,190,-16.2,credits,10/21/2019,CUST-00480,10013849657_43721_43748_43759_credits,10.00%,1,1635
10016542747_43721_43747_43759_credits_000001,10016542747,9/13/2019,10/9/2019,1317,-112.04,credits,10/21/2019,CUST-00482,10016542747_43721_43747_43759_credits,10.00%,1,1636
10017000463_43721_43748_43759_credits_000001,10017000463,9/13/2019,10/10/2019,227,-19.35,credits,10/21/2019,CUST-00418,10017000463_43721_43748_43759_credits,10.00%,1,1637
10017172189_43721_43748_43759_credits_000001,10017172189,9/13/2019,10/10/2019,437,-37.23,credits,10/21/2019,CUST-00484,10017172189_43721_43748_43759_credits,10.00%,1,1638
10018947639_43721_43753_43759_credits_000001,10018947639,9/13/2019,10/15/2019,458,-39.15,credits,10/21/2019,CUST-00516,10018947639_43721_43753_43759_credits,10.00%,1,1639
10026401942_43721_43748_43759_credits_000001,10026401942,9/13/2019,10/10/2019,532,-45.34,credits,10/21/2019,CUST-00486,10026401942_43721_43748_43759_credits,10.00%,1,1640
10031220477_43721_43747_43759_credits_000001,10031220477,9/13/2019,10/9/2019,382,-32.5,credits,10/21/2019,CUST-00487,10031220477_43721_43747_43759_credits,10.00%,1,1641
10032250937_43721_43747_43759_credits_000001,10032250937,9/13/2019,10/9/2019,108,-9.18,credits,10/21/2019,CUST-00487,10032250937_43721_43747_43759_credits,10.00%,1,1642
10034399559_43721_43749_43759_credits_000001,10034399559,9/13/2019,10/11/2019,540,-46.09,credits,10/21/2019,CUST-00501,10034399559_43721_43749_43759_credits,10.00%,1,1643
10041552026_43721_43748_43759_credits_000001,10041552026,9/13/2019,10/10/2019,624,-53.17,credits,10/21/2019,CUST-00488,10041552026_43721_43748_43759_credits,10.00%,1,1644
10042315381_43721_43748_43759_credits_000001,10042315381,9/13/2019,10/10/2019,513,-42.38,credits,10/21/2019,CUST-00489,10042315381_43721_43748_43759_credits,10.00%,1,1645
10043798817_43721_43747_43759_credits_000001,10043798817,9/13/2019,10/9/2019,1224,-104.13,credits,10/21/2019,CUST-00490,10043798817_43721_43747_43759_credits,10.00%,1,1646
10046481981_43721_43748_43759_credits_000001,10046481981,9/13/2019,10/10/2019,230,-18.48,credits,10/21/2019,CUST-00491,10046481981_43721_43748_43759_credits,10.00%,1,1647
10017061796_43721_43748_43759_credits_000001,10017061796,9/13/2019,10/10/2019,747,-63.66,credits,10/21/2019,CUST-00483,10017061796_43721_43748_43759_credits,10.00%,1,1648
10019749091_43721_43749_43759_credits_000001,10019749091,9/13/2019,10/11/2019,110,-9.38,credits,10/21/2019,CUST-00483,10019749091_43721_43749_43759_credits,10.00%,1,1649
10043892230_43721_43749_43759_credits_000001,10043892230,9/13/2019,10/11/2019, -   ,0,credits,10/21/2019,CUST-00483,10043892230_43721_43749_43759_credits,10.00%,1,1650
10017227280_43721_43748_43759_credits_000001,10017227280,9/13/2019,10/10/2019,443,-38.54,credits,10/21/2019,CUST-00485,10017227280_43721_43748_43759_credits,10.00%,1,1651
10016651761_43722_43748_43759_credits_000001,10016651761,9/14/2019,10/10/2019,221,-18.78,credits,10/21/2019,CUST-00761,10016651761_43722_43748_43759_credits,10.00%,1,1652
10017179382_43722_43749_43759_credits_000001,10017179382,9/14/2019,10/11/2019,1053,-89.84,credits,10/21/2019,CUST-00760,10017179382_43722_43749_43759_credits,10.00%,1,1653
10028066479_43722_43754_43759_credits_000001,10028066479,9/14/2019,10/16/2019,3,-0.27,credits,10/21/2019,CUST-00771,10028066479_43722_43754_43759_credits,10.00%,1,1654
10041592170_43722_43749_43759_credits_000001,10041592170,9/14/2019,10/11/2019,733,-62.53,credits,10/21/2019,CUST-00760,10041592170_43722_43749_43759_credits,10.00%,1,1655
10048045693_43722_43749_43759_credits_000001,10048045693,9/14/2019,10/11/2019,930,-79.33,credits,10/21/2019,CUST-00773,10048045693_43722_43749_43759_credits,10.00%,1,1656
10010420833_43722_43747_43759_credits_000001,10010420833,9/14/2019,10/9/2019,3,-0.26,credits,10/21/2019,CUST-00494,10010420833_43722_43747_43759_credits,10.00%,1,1657
10010423076_43722_43749_43759_credits_000001,10010423076,9/14/2019,10/11/2019,173,-14.74,credits,10/21/2019,CUST-00495,10010423076_43722_43749_43759_credits,10.00%,1,1658
10010423795_43722_43750_43759_credits_000001,10010423795,9/14/2019,10/12/2019,34,-2.9,credits,10/21/2019,CUST-00487,10010423795_43722_43750_43759_credits,10.00%,1,1659
10010459765_43722_43749_43759_credits_000001,10010459765,9/14/2019,10/11/2019,229,-19.54,credits,10/21/2019,CUST-00496,10010459765_43722_43749_43759_credits,10.00%,1,1660
10010488913_43722_43748_43759_credits_000001,10010488913,9/14/2019,10/10/2019,258,-21.95,credits,10/21/2019,CUST-00497,10010488913_43722_43748_43759_credits,10.00%,1,1661
10012374194_43722_43754_43759_credits_000001,10012374194,9/14/2019,10/16/2019,2010,-162.99,credits,10/21/2019,CUST-00690,10012374194_43722_43754_43759_credits,10.00%,1,1662
10014522642_43722_43747_43759_credits_000001,10014522642,9/14/2019,10/9/2019,497,-42.25,credits,10/21/2019,CUST-00475,10014522642_43722_43747_43759_credits,10.00%,1,1663
10015563256_43722_43754_43759_credits_000001,10015563256,9/14/2019,10/16/2019,443,-37.88,credits,10/21/2019,CUST-00641,10015563256_43722_43754_43759_credits,10.00%,1,1664
10016500273_43722_43749_43759_credits_000001,10016500273,9/14/2019,10/11/2019,1200,-97.23,credits,10/21/2019,CUST-00498,10016500273_43722_43749_43759_credits,10.00%,1,1665
10019040913_43722_43753_43759_credits_000001,10019040913,9/14/2019,10/15/2019,1169,-99.83,credits,10/21/2019,CUST-00518,10019040913_43722_43753_43759_credits,10.00%,1,1666
10020214077_43722_43750_43759_credits_000001,10020214077,9/14/2019,10/12/2019,651,-55.5,credits,10/21/2019,CUST-00487,10020214077_43722_43750_43759_credits,10.00%,1,1667
10027625846_43722_43749_43759_credits_000001,10027625846,9/14/2019,10/11/2019,220,-18.78,credits,10/21/2019,CUST-00499,10027625846_43722_43749_43759_credits,10.00%,1,1668
10027941375_43722_43749_43759_credits_000001,10027941375,9/14/2019,10/11/2019,194,-16.55,credits,10/21/2019,CUST-00500,10027941375_43722_43749_43759_credits,10.00%,1,1669
10036810173_43722_43748_43759_credits_000001,10036810173,9/14/2019,10/10/2019,612,-52.11,credits,10/21/2019,CUST-00502,10036810173_43722_43748_43759_credits,10.00%,1,1670
10041921684_43722_43749_43759_credits_000001,10041921684,9/14/2019,10/11/2019,236,-20.13,credits,10/21/2019,CUST-00504,10041921684_43722_43749_43759_credits,10.00%,1,1671
10044974359_43722_43752_43759_credits_000001,10044974359,9/14/2019,10/14/2019,353,-30.11,credits,10/21/2019,CUST-00688,10044974359_43722_43752_43759_credits,10.00%,1,1672
10010254356_43722_43749_43759_credits_000001,10010254356,9/14/2019,10/11/2019,351,-29.96,credits,10/21/2019,CUST-00766,10010254356_43722_43749_43759_credits,10.00%,1,1673
10049017006_43722_43749_43759_credits_000001,10049017006,9/14/2019,10/11/2019,111,-9.47,credits,10/21/2019,0,10049017006_43722_43749_43759_credits,10.00%,1,1674
10048288459_43723_43755_43759_credits_000001,10048288459,9/15/2019,10/17/2019,775,-63.16,credits,10/21/2019,CUST-00489,10048288459_43723_43755_43759_credits,10.00%,1,1675
10034211036_43725_43753_43759_credits_000001,10034211036,9/17/2019,10/15/2019,394,-33.86,credits,10/21/2019,CUST-00762,10034211036_43725_43753_43759_credits,10.00%,1,1676
10012438122_43725_43754_43759_credits_000001,10012438122,9/17/2019,10/16/2019,534,-45.94,credits,10/21/2019,CUST-00637,10012438122_43725_43754_43759_credits,10.00%,1,1677
10012633656_43725_43754_43759_credits_000001,10012633656,9/17/2019,10/16/2019,744,-63.99,credits,10/21/2019,CUST-00505,10012633656_43725_43754_43759_credits,10.00%,1,1678
10012763263_43725_43749_43759_credits_000001,10012763263,9/17/2019,10/11/2019,449,-38.53,credits,10/21/2019,CUST-00506,10012763263_43725_43749_43759_credits,10.00%,1,1679
10012764972_43725_43752_43759_credits_000001,10012764972,9/17/2019,10/14/2019,310,-26.6,credits,10/21/2019,CUST-00507,10012764972_43725_43752_43759_credits,10.00%,1,1680
10012832373_43725_43749_43759_credits_000001,10012832373,9/17/2019,10/11/2019,688,-59.05,credits,10/21/2019,CUST-00508,10012832373_43725_43749_43759_credits,10.00%,1,1681
10012896808_43725_43749_43759_credits_000001,10012896808,9/17/2019,10/11/2019,125,-10.74,credits,10/21/2019,CUST-00510,10012896808_43725_43749_43759_credits,10.00%,1,1682
10012897533_43725_43749_43759_credits_000001,10012897533,9/17/2019,10/11/2019,403,-34.62,credits,10/21/2019,CUST-00511,10012897533_43725_43749_43759_credits,10.00%,1,1683
10012898374_43725_43749_43759_credits_000001,10012898374,9/17/2019,10/11/2019,2256,-193.75,credits,10/21/2019,CUST-00512,10012898374_43725_43749_43759_credits,10.00%,1,1684
10013331300_43725_43752_43759_credits_000001,10013331300,9/17/2019,10/14/2019,287,-23.41,credits,10/21/2019,CUST-00513,10013331300_43725_43752_43759_credits,10.00%,1,1685
10013331300_43725_43752_43759_credits_000002,10013331300,9/17/2019,10/14/2019,579,-47.15,credits,10/21/2019,CUST-00513,10013331300_43725_43752_43759_credits,10.00%,2,1686
10015279580_43725_43755_43759_credits_000001,10015279580,9/17/2019,10/17/2019,541,-46.58,credits,10/21/2019,CUST-00639,10015279580_43725_43755_43759_credits,10.00%,1,1687
10015335374_43725_43755_43759_credits_000001,10015335374,9/17/2019,10/17/2019,3,-0.25,credits,10/21/2019,CUST-00531,10015335374_43725_43755_43759_credits,10.00%,1,1688
10017702233_43725_43753_43759_credits_000001,10017702233,9/17/2019,10/15/2019,754,-64.79,credits,10/21/2019,CUST-00532,10017702233_43725_43753_43759_credits,10.00%,1,1689
10018719327_43725_43753_43759_credits_000001,10018719327,9/17/2019,10/15/2019,665,-57.14,credits,10/21/2019,CUST-00514,10018719327_43725_43753_43759_credits,10.00%,1,1690
10018945757_43725_43753_43759_credits_000001,10018945757,9/17/2019,10/15/2019,609,-52.3,credits,10/21/2019,CUST-00515,10018945757_43725_43753_43759_credits,10.00%,1,1691
10018947878_43725_43753_43759_credits_000001,10018947878,9/17/2019,10/15/2019,449,-38.56,credits,10/21/2019,CUST-00517,10018947878_43725_43753_43759_credits,10.00%,1,1692
10019173599_43725_43753_43759_credits_000001,10019173599,9/17/2019,10/15/2019,513,-44.07,credits,10/21/2019,CUST-00519,10019173599_43725_43753_43759_credits,10.00%,1,1693
10019275832_43725_43753_43759_credits_000001,10019275832,9/17/2019,10/15/2019,498,-42.82,credits,10/21/2019,CUST-00520,10019275832_43725_43753_43759_credits,10.00%,1,1694
10024801481_43725_43755_43759_credits_000001,10024801481,9/17/2019,10/17/2019,590,-50.82,credits,10/21/2019,CUST-00647,10024801481_43725_43755_43759_credits,10.00%,1,1695
10035885804_43725_43754_43759_credits_000001,10035885804,9/17/2019,10/16/2019,3,-0.27,credits,10/21/2019,CUST-00652,10035885804_43725_43754_43759_credits,10.00%,1,1696
10037981395_43725_43755_43759_credits_000001,10037981395,9/17/2019,10/17/2019,1650,-130.79,credits,10/21/2019,CUST-00702,10037981395_43725_43755_43759_credits,10.00%,1,1697
10041151787_43725_43749_43759_credits_000001,10041151787,9/17/2019,10/11/2019,488,-41.91,credits,10/21/2019,CUST-00503,10041151787_43725_43749_43759_credits,10.00%,1,1698
10042355353_43725_43753_43759_credits_000001,10042355353,9/17/2019,10/15/2019,820,-66.45,credits,10/21/2019,CUST-00521,10042355353_43725_43753_43759_credits,10.00%,1,1699
10043151421_43725_43749_43759_credits_000001,10043151421,9/17/2019,10/11/2019,335,-28.77,credits,10/21/2019,CUST-00709,10043151421_43725_43749_43759_credits,10.00%,1,1700
10046827852_43725_43749_43759_credits_000001,10046827852,9/17/2019,10/11/2019,16,-1.37,credits,10/21/2019,CUST-00522,10046827852_43725_43749_43759_credits,10.00%,1,1701
10048109127_43725_43752_43759_credits_000001,10048109127,9/17/2019,10/14/2019,205,-17.62,credits,10/21/2019,CUST-00523,10048109127_43725_43752_43759_credits,10.00%,1,1702
10010853603_43726_43756_43759_credits_000001,10010853603,9/18/2019,10/18/2019,490,-42.25,credits,10/21/2019,CUST-00770,10010853603_43726_43756_43759_credits,10.00%,1,1703
10017736785_43726_43756_43759_credits_000001,10017736785,9/18/2019,10/18/2019,597,-51.46,credits,10/21/2019,CUST-00768,10017736785_43726_43756_43759_credits,10.00%,1,1704
10041785402_43726_43752_43759_credits_000001,10041785402,9/18/2019,10/14/2019,1241,-106.44,credits,10/21/2019,CUST-00772,10041785402_43726_43752_43759_credits,10.00%,1,1705
10045813200_43726_43754_43759_credits_000001,10045813200,9/18/2019,10/16/2019,737,-61.21,credits,10/21/2019,CUST-00764,10045813200_43726_43754_43759_credits,10.00%,1,1706
10048329824_43726_43752_43759_credits_000001,10048329824,9/18/2019,10/14/2019,27,-2.18,credits,10/21/2019,CUST-00751,10048329824_43726_43752_43759_credits,10.00%,1,1707
10048599574_43726_43752_43759_credits_000001,10048599574,9/18/2019,10/14/2019,244,-19.34,credits,10/21/2019,CUST-00767,10048599574_43726_43752_43759_credits,10.00%,1,1708
10012295654_43726_43755_43759_credits_000001,10012295654,9/18/2019,10/17/2019,884,-71.45,credits,10/21/2019,CUST-00697,10012295654_43726_43755_43759_credits,10.00%,1,1709
10015184103_43726_43752_43759_credits_000001,10015184103,9/18/2019,10/14/2019,298,-25.56,credits,10/21/2019,CUST-00524,10015184103_43726_43752_43759_credits,10.00%,1,1710
10015514341_43726_43752_43759_credits_000001,10015514341,9/18/2019,10/14/2019,1320,-113.2,credits,10/21/2019,CUST-00525,10015514341_43726_43752_43759_credits,10.00%,1,1711
10015601676_43726_43755_43759_credits_000001,10015601676,9/18/2019,10/17/2019,735,-63.29,credits,10/21/2019,CUST-00643,10015601676_43726_43755_43759_credits,10.00%,1,1712
10015621963_43726_43752_43759_credits_000001,10015621963,9/18/2019,10/14/2019,345,-29.59,credits,10/21/2019,CUST-00644,10015621963_43726_43752_43759_credits,10.00%,1,1713
10016082389_43726_43752_43759_credits_000001,10016082389,9/18/2019,10/14/2019,1222,-104.82,credits,10/21/2019,CUST-00527,10016082389_43726_43752_43759_credits,10.00%,1,1714
10017681387_43726_43756_43759_credits_000001,10017681387,9/18/2019,10/18/2019,2949,-254.21,credits,10/21/2019,CUST-00661,10017681387_43726_43756_43759_credits,10.00%,1,1715
10017684985_43726_43756_43759_credits_000001,10017684985,9/18/2019,10/18/2019,709,-61.13,credits,10/21/2019,CUST-00662,10017684985_43726_43756_43759_credits,10.00%,1,1716
10030274822_43726_43753_43759_credits_000001,10030274822,9/18/2019,10/15/2019,1116,-95.88,credits,10/21/2019,CUST-00528,10030274822_43726_43753_43759_credits,10.00%,1,1717
10031950032_43726_43752_43759_credits_000001,10031950032,9/18/2019,10/14/2019,311,-26.69,credits,10/21/2019,CUST-00650,10031950032_43726_43752_43759_credits,10.00%,1,1718
10040219700_43726_43756_43759_credits_000001,10040219700,9/18/2019,10/18/2019,620,-53.44,credits,10/21/2019,CUST-00791,10040219700_43726_43756_43759_credits,10.00%,1,1719
10040966292_43726_43755_43759_credits_000001,10040966292,9/18/2019,10/17/2019,319,-27.47,credits,10/21/2019,CUST-00655,10040966292_43726_43755_43759_credits,10.00%,1,1720
10044770377_43726_43756_43759_credits_000001,10044770377,9/18/2019,10/18/2019,917,-79.05,credits,10/21/2019,CUST-00667,10044770377_43726_43756_43759_credits,10.00%,1,1721
10015562522_43726_43754_43759_credits_000001,10015562522,9/18/2019,10/16/2019,464,-39.9,credits,10/21/2019,CUST-00526,10015562522_43726_43754_43759_credits,10.00%,1,1722
10030412307_43726_43752_43759_credits_000001,10030412307,9/18/2019,10/14/2019,494,-42.37,credits,10/21/2019,CUST-00529,10030412307_43726_43752_43759_credits,10.00%,1,1723
10048293509_43726_43755_43759_credits_000001,10048293509,9/18/2019,10/17/2019,100,-8.6,credits,10/21/2019,CUST-00786,10048293509_43726_43755_43759_credits,10.00%,1,1724
10015296865_43727_43755_43759_credits_000001,10015296865,9/19/2019,10/17/2019,313,-26.94,credits,10/21/2019,CUST-00763,10015296865_43727_43755_43759_credits,10.00%,1,1725
10044309499_43727_43754_43759_credits_000001,10044309499,9/19/2019,10/16/2019,5157,-443.32,credits,10/21/2019,CUST-00769,10044309499_43727_43754_43759_credits,10.00%,1,1726
